LookupTime,FSSTime,MultiplicationTime,RotationTime,AdditionTime,o
8.462625ms,114.084µs,431.209µs,7.088333ms,113.124µs,[1]
8.524917ms,113.916µs,439.041µs,7.163959ms,101.46µs,[1]
8.563458ms,114.042µs,437.834µs,7.169291ms,109.334µs,[1]
8.505542ms,113.917µs,433µs,7.143583ms,108.501µs,[1]
8.504125ms,114.208µs,424.5µs,7.14354ms,101.041µs,[1]
8.558625ms,116.958µs,432.084µs,7.165584ms,107.167µs,[1]
8.867416ms,114.334µs,432.166µs,7.506335ms,102.5µs,[1]
8.470916ms,128.708µs,434.333µs,7.09ms,106.002µs,[1]
8.565042ms,114.083µs,428.375µs,7.189125ms,102.25µs,[1]
8.570541ms,114.083µs,442.416µs,7.191835ms,102.415µs,[1]
8.602667ms,114.25µs,425.292µs,7.230915ms,101.958µs,[1]
8.570625ms,114.334µs,425.834µs,7.191458ms,100.914µs,[1]
8.514084ms,114.167µs,428.125µs,7.13425ms,103.086µs,[1]
8.948209ms,114.333µs,435.25µs,7.542127ms,102.627µs,[1]
8.561167ms,114.209µs,425.75µs,7.187918ms,102.459µs,[1]
8.537375ms,114.375µs,438µs,7.169873ms,102.709µs,[1]
8.53025ms,114.792µs,426.167µs,7.173375ms,101.792µs,[1]
8.426083ms,114.5µs,431.5µs,7.099459ms,105.707µs,[1]
8.332792ms,114.125µs,426.084µs,7.011541ms,101.542µs,[1]
8.331875ms,114µs,425.917µs,7.006169ms,101.46µs,[1]
9.062292ms,114.667µs,426.666µs,7.735292ms,101.665µs,[1]
8.344416ms,114µs,430.875µs,7.021667ms,100.833µs,[1]
8.467791ms,114.084µs,426.291µs,7.126626ms,102.416µs,[1]
8.555584ms,113.75µs,424.834µs,7.186959ms,107.041µs,[1]
8.461625ms,114.292µs,429.917µs,7.126251ms,101.04µs,[1]
8.51125ms,113.792µs,436.708µs,7.117002ms,112.334µs,[1]
8.496667ms,114.208µs,434.25µs,7.137083ms,101.749µs,[1]
9.142083ms,114.334µs,438.917µs,7.772541ms,102.291µs,[1]
8.477916ms,114.042µs,428.209µs,7.125084ms,100.332µs,[1]
8.575833ms,114.542µs,433.25µs,7.206957ms,110.167µs,[1]
8.523584ms,113.917µs,443.375µs,7.147293ms,103.333µs,[1]
8.59375ms,116.792µs,437.583µs,7.225625ms,101.792µs,[1]
8.555167ms,114.375µs,432.208µs,7.193251ms,102.917µs,[1]
8.556875ms,114.042µs,425.583µs,7.186834ms,106.542µs,[1]
8.992791ms,114.208µs,424.833µs,7.612793ms,110.706µs,[1]
8.518791ms,114.458µs,442.5µs,7.132876ms,102.336µs,[1]
8.535084ms,115µs,425.334µs,7.152211ms,102.251µs,[1]
8.5745ms,114.125µs,441.625µs,7.209501ms,100.834µs,[1]
8.565334ms,114.167µs,442.25µs,7.185749ms,101.877µs,[1]
8.545959ms,113.958µs,436.917µs,7.167873ms,101.375µs,[1]
8.508417ms,114.208µs,431.834µs,7.14125ms,108µs,[1]
8.918458ms,114.125µs,445.209µs,7.532041ms,105.748µs,[1]
8.506875ms,114.125µs,436.875µs,7.141292ms,101.418µs,[1]
8.586625ms,114.417µs,436µs,7.192586ms,102.877µs,[1]
8.49ms,114µs,441.125µs,7.093834ms,101.625µs,[1]
8.565125ms,113.875µs,437.458µs,7.194957ms,101.124µs,[1]
8.515167ms,114.041µs,428.458µs,7.128459ms,101.624µs,[1]
8.557ms,114.917µs,439.709µs,7.163124ms,105.083µs,[1]
9.207583ms,114.541µs,427.041µs,7.797418ms,101.583µs,[1]
8.5105ms,114.208µs,442.625µs,7.134501ms,102.622µs,[1]
8.626166ms,115.625µs,428.583µs,7.229875ms,103.167µs,[1]
8.550584ms,114.042µs,435.083µs,7.172085ms,101.458µs,[1]
8.36475ms,114.459µs,427.209µs,7.039624ms,104.54µs,[1]
8.511333ms,114µs,439.292µs,7.160541ms,102.332µs,[1]
8.581208ms,113.916µs,446.583µs,7.205333ms,100.999µs,[1]
8.948625ms,114.375µs,430.75µs,7.56454ms,101.458µs,[1]
8.531542ms,114.458µs,439.375µs,7.129666ms,102.25µs,[1]
8.539375ms,114.208µs,425.583µs,7.197376ms,101.333µs,[1]
8.535667ms,114µs,435.292µs,7.141083ms,108.002µs,[1]
8.531875ms,114.375µs,440.791µs,7.156624ms,101.627µs,[1]
8.562291ms,113.917µs,432.375µs,7.172667ms,102.125µs,[1]
8.484042ms,113.916µs,428.041µs,7.129043ms,102.876µs,[1]
9.1065ms,114.167µs,432.125µs,7.71879ms,103.25µs,[1]
8.573042ms,113.916µs,439.5µs,7.166248ms,108.124µs,[1]
8.600625ms,114.25µs,440.792µs,7.173544ms,111.042µs,[1]
8.500458ms,114.25µs,429µs,7.148833ms,108.542µs,[1]
8.526458ms,114.125µs,426.834µs,7.181002ms,101.919µs,[1]
8.57525ms,114.25µs,430.292µs,7.207122ms,109.918µs,[1]
8.5135ms,114.167µs,425.292µs,7.15025ms,101.5µs,[1]
8.931917ms,114.041µs,438.041µs,7.545878ms,102.835µs,[1]
8.481625ms,113.791µs,425.708µs,7.103166ms,102.499µs,[1]
8.51325ms,114.125µs,439.875µs,7.14125ms,107.624µs,[1]
8.574292ms,114.25µs,441.125µs,7.199708ms,105.502µs,[1]
8.526417ms,114.208µs,433.375µs,7.139081ms,106.249µs,[1]
8.566583ms,113.875µs,435.625µs,7.186332ms,108.457µs,[1]
8.484208ms,114.125µs,430.583µs,7.115499ms,101.997µs,[1]
9.070834ms,114.333µs,424.833µs,7.686085ms,101.208µs,[1]
8.528917ms,113.958µs,434.875µs,7.152751ms,101.917µs,[1]
8.494ms,114.584µs,425.125µs,7.144917ms,102.499µs,[1]
8.582375ms,113.875µs,429.459µs,7.211501ms,109.04µs,[1]
8.494791ms,113.958µs,435.708µs,7.149043ms,101µs,[1]
8.491833ms,114.125µs,425.417µs,7.128334ms,102.29µs,[1]
8.485083ms,114µs,438.125µs,7.11775ms,102.125µs,[1]
9.3375ms,114.458µs,450.459µs,7.941376ms,103.127µs,[1]
8.475083ms,114.084µs,438.916µs,7.090624ms,109.417µs,[1]
8.566333ms,114µs,440.083µs,7.160543ms,111.377µs,[1]
8.567625ms,113.875µs,440.917µs,7.199915ms,101.167µs,[1]
8.596458ms,114.292µs,431.917µs,7.211707ms,100.957µs,[1]
8.581875ms,121µs,428.125µs,7.208251ms,101.917µs,[1]
8.479625ms,114.375µs,444.792µs,7.105835ms,101.459µs,[1]
8.915125ms,114.25µs,443.583µs,7.512668ms,101.919µs,[1]
8.500084ms,114.25µs,424.333µs,7.12396ms,101.833µs,[1]
8.551209ms,113.959µs,441.792µs,7.180124ms,110.207µs,[1]
8.555667ms,114.042µs,439.958µs,7.178666ms,101.21µs,[1]
8.57475ms,114.375µs,431.542µs,7.196208ms,100.873µs,[1]
8.554958ms,114.041µs,434.125µs,7.167708ms,101.332µs,[1]
8.460166ms,114.333µs,429µs,7.102667ms,105.626µs,[1]
8.95025ms,114µs,435µs,7.587623ms,106.25µs,[1]
8.521333ms,114.292µs,437.541µs,7.11929ms,107.459µs,[1]
8.551625ms,114µs,425.625µs,7.162001ms,109.459µs,[1]
8.581375ms,114.666µs,432.5µs,7.187959ms,101.5µs,[1]
8.377125ms,114.375µs,431.333µs,7.045165ms,102.167µs,[1]
8.521208ms,114.375µs,440.125µs,7.149125ms,102.374µs,[1]
8.547291ms,116.666µs,434.75µs,7.181416ms,102.708µs,[1]
9.795416ms,114.167µs,445µs,8.347334ms,103.332µs,[1]
8.467166ms,114.125µs,426.041µs,7.100125ms,102.709µs,[1]
8.525042ms,114.125µs,430.458µs,7.163459ms,103.959µs,[1]
8.502167ms,114.084µs,442.417µs,7.114292ms,101.209µs,[1]
8.580291ms,114µs,439.084µs,7.226876ms,102.708µs,[1]
8.597125ms,113.833µs,457.917µs,7.212792ms,100.418µs,[1]
8.516167ms,114.083µs,425.125µs,7.16675ms,101.085µs,[1]
8.982042ms,114.5µs,428.375µs,7.616376ms,102.543µs,[1]
8.510958ms,113.958µs,438.209µs,7.137251ms,100.459µs,[1]
8.547ms,114.625µs,433.083µs,7.167958ms,101.709µs,[1]
8.612083ms,113.75µs,433.791µs,7.210503ms,104.917µs,[1]
8.556041ms,114.166µs,443.375µs,7.158417ms,102.793µs,[1]
8.521334ms,114.166µs,432.958µs,7.11546ms,100.752µs,[1]
8.501375ms,114.125µs,441.917µs,7.115498ms,101.041µs,[1]
8.967875ms,113.875µs,439.708µs,7.592292ms,106.042µs,[1]
8.52775ms,113.958µs,427.417µs,7.152709ms,102.71µs,[1]
8.5125ms,114.25µs,433.5µs,7.142124ms,108.665µs,[1]
8.608209ms,114.083µs,432.625µs,7.229001ms,101.958µs,[1]
8.575833ms,115.542µs,434.208µs,7.181668ms,102.292µs,[1]
8.576667ms,114µs,429.667µs,7.217499ms,103.375µs,[1]
8.486625ms,128.208µs,436.958µs,7.122916ms,101.999µs,[1]
9.03725ms,114.458µs,433.583µs,7.0295ms,106.876µs,[1]
8.477958ms,114.25µs,427.167µs,7.082252ms,101.957µs,[1]
8.597125ms,114.417µs,431.542µs,7.215624ms,108.96µs,[1]
8.581417ms,114.417µs,429.917µs,7.210959ms,102.666µs,[1]
8.618583ms,113.875µs,439.542µs,7.206ms,101.083µs,[1]
8.529583ms,114.042µs,427.75µs,7.173208ms,102.748µs,[1]
8.526042ms,113.917µs,427.375µs,7.137334ms,101.543µs,[1]
9.258209ms,114.708µs,431.708µs,7.043709ms,101.958µs,[1]
8.521584ms,114.25µs,449µs,7.090168ms,116.461µs,[1]
8.509375ms,114.833µs,429.042µs,7.137499ms,101.625µs,[1]
8.530417ms,114.041µs,444.541µs,7.168836ms,101.876µs,[1]
8.507875ms,115.667µs,425.916µs,7.132791ms,108.958µs,[1]
8.563084ms,114.125µs,438.917µs,7.186416ms,101.5µs,[1]
8.556834ms,114µs,426.042µs,7.173915ms,109.833µs,[1]
9.074708ms,114.417µs,433.917µs,7.090667ms,102.251µs,[1]
8.428292ms,114.125µs,438µs,7.059751ms,110.334µs,[1]
8.425416ms,114.458µs,425.167µs,7.081749ms,101.875µs,[1]
8.568167ms,114.334µs,439.083µs,7.197834ms,102.457µs,[1]
8.541ms,114.291µs,424.833µs,7.15879ms,101.626µs,[1]
8.525292ms,114.125µs,434.084µs,7.128126ms,101.875µs,[1]
8.498542ms,114.667µs,431.458µs,7.145834ms,101.667µs,[1]
8.549833ms,114.25µs,431.5µs,7.179083ms,101.375µs,[1]
8.45175ms,114.209µs,438.542µs,7.094668ms,102.834µs,[1]
8.506791ms,114.209µs,435.375µs,7.127792ms,110.707µs,[1]
8.579208ms,114.25µs,437.75µs,7.2295ms,102.295µs,[1]
8.587333ms,114.542µs,466.417µs,7.163665ms,108.96µs,[1]
8.546917ms,114µs,436.708µs,7.166083ms,101.5µs,[1]
8.492541ms,114µs,428.542µs,7.158956ms,101.333µs,[1]
8.561417ms,114.25µs,432.042µs,7.186415ms,102.709µs,[1]
8.50025ms,114.291µs,436.834µs,7.116416ms,102.123µs,[1]
8.574667ms,114.25µs,438.792µs,7.159418ms,109.83µs,[1]
8.594584ms,114.083µs,439.375µs,7.21975ms,102.375µs,[1]
8.519833ms,114.667µs,426.625µs,7.168127ms,102.583µs,[1]
8.5785ms,113.834µs,435.792µs,7.194917ms,100.874µs,[1]
8.554125ms,115.083µs,433.583µs,7.207415ms,101.706µs,[1]
8.53925ms,114.042µs,446.542µs,7.150458ms,101.75µs,[1]
8.478333ms,122.25µs,432.041µs,7.077332ms,107.5µs,[1]
8.528167ms,114.416µs,431.917µs,7.159ms,109.916µs,[1]
8.57875ms,114.333µs,442.291µs,7.184585ms,108.877µs,[1]
8.52575ms,114.416µs,432.083µs,7.13342ms,110.709µs,[1]
8.493084ms,113.958µs,429.834µs,7.135625ms,101.917µs,[1]
8.471625ms,114.416µs,425.125µs,7.103542ms,109.458µs,[1]
8.570834ms,114.541µs,447.875µs,7.167626ms,100.833µs,[1]
8.515917ms,113.833µs,431.333µs,7.119082ms,101.752µs,[1]
8.48925ms,114.084µs,433.667µs,7.136416ms,102.208µs,[1]
8.566834ms,114.125µs,426.417µs,7.188749ms,101.666µs,[1]
8.601667ms,113.916µs,445.583µs,7.200125ms,101.167µs,[1]
8.534ms,113.917µs,429.125µs,7.148667ms,101.708µs,[1]
8.604042ms,114.208µs,440.958µs,7.208042ms,101.334µs,[1]
8.504125ms,114.208µs,431.25µs,7.129665ms,101µs,[1]
8.530333ms,114.25µs,433.083µs,7.15979ms,108.373µs,[1]
8.388875ms,114.5µs,433.75µs,7.053001ms,102.376µs,[1]
8.74525ms,125.375µs,429.625µs,7.346958ms,101.582µs,[1]
8.685375ms,114.541µs,431.875µs,7.279584ms,100.957µs,[1]
8.525083ms,114.125µs,426.25µs,7.18975ms,101.333µs,[1]
8.559541ms,114µs,432.291µs,7.180747ms,103.082µs,[1]
8.532542ms,114.125µs,426.959µs,7.148249ms,102.041µs,[1]
8.483292ms,114.042µs,425.834µs,7.108874ms,109.208µs,[1]
8.484583ms,113.792µs,428.542µs,7.115831ms,101.542µs,[1]
8.487667ms,114.25µs,440µs,7.100999ms,107.792µs,[1]
8.58325ms,121.708µs,428.042µs,7.20271ms,103.376µs,[1]
8.546208ms,114µs,446.75µs,7.185669ms,103.416µs,[1]
8.449333ms,114.167µs,446.458µs,7.088835ms,101.75µs,[1]
8.620833ms,114.291µs,431.542µs,7.229834ms,100.749µs,[1]
8.512958ms,113.917µs,431.292µs,7.122084ms,102.5µs,[1]
8.568167ms,114.166µs,432.292µs,7.180209ms,102.375µs,[1]
8.593ms,114.25µs,449.833µs,7.160835ms,101.584µs,[1]
8.565458ms,114.25µs,438.333µs,7.223293ms,100.877µs,[1]
8.453292ms,114.75µs,433.416µs,7.082834ms,104.832µs,[1]
8.481666ms,114.083µs,427.084µs,7.112375ms,101.041µs,[1]
8.611417ms,114.208µs,433.584µs,7.217419ms,106.625µs,[1]
8.498875ms,114.083µs,434.167µs,7.115874ms,107.624µs,[1]
8.519125ms,114.083µs,438.166µs,7.137583ms,101.168µs,[1]
8.553917ms,114.208µs,432.959µs,7.18275ms,102.834µs,[1]
8.557125ms,113.917µs,444.125µs,7.184834ms,100.541µs,[1]
8.489792ms,114.333µs,423.917µs,7.132333ms,102.46µs,[1]
8.426ms,114.25µs,424.208µs,7.09279ms,101.416µs,[1]
8.515083ms,113.917µs,434.25µs,7.174623ms,101.5µs,[1]
8.539791ms,114.166µs,440.292µs,7.152332ms,103.998µs,[1]
8.514708ms,114.167µs,448.834µs,7.130249ms,104.208µs,[1]
8.565542ms,113.958µs,431.833µs,7.185083ms,101.835µs,[1]
8.543708ms,113.833µs,433.875µs,7.156916ms,101.876µs,[1]
8.543541ms,114.542µs,429.25µs,7.157249ms,101.374µs,[1]
8.49925ms,113.875µs,424.333µs,7.137209ms,101.336µs,[1]
8.52725ms,114.333µs,432µs,7.157708ms,101.833µs,[1]
8.49125ms,114.292µs,430.041µs,7.131876ms,109.252µs,[1]
8.423708ms,114.375µs,430.791µs,7.064375ms,102.541µs,[1]
8.511583ms,114.166µs,424.666µs,7.141207ms,101.001µs,[1]
8.556375ms,114.125µs,424.458µs,7.172167ms,107.498µs,[1]
8.550125ms,114.167µs,430.083µs,7.165251ms,101.208µs,[1]
8.508167ms,114.084µs,426.5µs,7.154833ms,101.209µs,[1]
8.50325ms,114.167µs,425.708µs,7.158291ms,101.208µs,[1]
8.4825ms,114.541µs,426.958µs,7.112001ms,100.998µs,[1]
8.519625ms,114.459µs,434.75µs,7.13079ms,102.833µs,[1]
8.534208ms,114.208µs,437.417µs,7.144541ms,109.502µs,[1]
8.522708ms,113.958µs,426.458µs,7.145374ms,100.291µs,[1]
8.543625ms,114.084µs,446.125µs,7.169415ms,102.667µs,[1]
8.518834ms,114.208µs,432.167µs,7.158374ms,109.125µs,[1]
8.502042ms,114.125µs,431.375µs,7.130958ms,101.208µs,[1]
8.495709ms,114.417µs,439.792µs,7.12ms,100.916µs,[1]
8.697208ms,114.417µs,432.417µs,7.267084ms,108.248µs,[1]
8.539333ms,114.25µs,437.917µs,7.147292ms,102.249µs,[1]
8.635208ms,113.958µs,442.834µs,7.24104ms,102.668µs,[1]
8.507209ms,114.333µs,432.292µs,7.134168ms,101.085µs,[1]
8.467ms,114.125µs,430.042µs,7.0925ms,100.666µs,[1]
8.506916ms,113.833µs,423.334µs,7.15325ms,100.665µs,[1]
8.488084ms,114.333µs,428.333µs,7.134917ms,101.375µs,[1]
8.52775ms,114.333µs,433.875µs,7.154376ms,101.709µs,[1]
8.594458ms,114µs,438.291µs,7.202834ms,102.792µs,[1]
8.594333ms,114.084µs,433.167µs,7.197ms,101.583µs,[1]
8.548583ms,114.167µs,447.541µs,7.155083ms,108.751µs,[1]
8.488208ms,114.333µs,440.333µs,7.109666ms,127.961µs,[1]
8.527666ms,114.416µs,424.5µs,7.154125ms,100.793µs,[1]
9.196167ms,114.542µs,1.14475ms,7.102541ms,102.374µs,[1]
8.4805ms,114.5µs,424.417µs,7.09929ms,109.166µs,[1]
8.523583ms,114.083µs,432.875µs,7.165081ms,109.168µs,[1]
8.558083ms,114.209µs,444.583µs,7.16075ms,101.416µs,[1]
8.50225ms,114.125µs,438.916µs,7.106542ms,101.543µs,[1]
8.532708ms,114.292µs,434.208µs,7.155292ms,101.207µs,[1]
8.568083ms,114.125µs,429.917µs,7.185958ms,100.832µs,[1]
8.402666ms,114.25µs,433µs,7.034832ms,102.624µs,[1]
8.561125ms,114.25µs,439.208µs,7.163957ms,102.5µs,[1]
8.64225ms,114.208µs,439.958µs,7.229958ms,102.542µs,[1]
8.547084ms,114µs,442µs,7.140001ms,107.915µs,[1]
8.576875ms,113.916µs,428.833µs,7.195292ms,111.292µs,[1]
8.501708ms,114.125µs,425.375µs,7.15246ms,102.668µs,[1]
8.5185ms,113.709µs,431.292µs,7.145709ms,101.376µs,[1]
9.335584ms,114.541µs,429.667µs,7.922497ms,104.917µs,[1]
8.495667ms,114.208µs,428.584µs,7.135166ms,102.249µs,[1]
8.516833ms,114.917µs,427.417µs,7.134086ms,100.626µs,[1]
8.48225ms,113.958µs,433.791µs,7.125916ms,101.792µs,[1]
8.610083ms,114.208µs,439.75µs,7.241417ms,101µs,[1]
8.519708ms,114.166µs,425.833µs,7.157209ms,101.916µs,[1]
8.553625ms,114.375µs,428.958µs,7.174375ms,101.583µs,[1]
9.035375ms,114.167µs,426.167µs,7.626457ms,107.249µs,[1]
8.429875ms,114.208µs,448.5µs,7.078167ms,109.5µs,[1]
8.523583ms,114.334µs,431.75µs,7.152834ms,101.373µs,[1]
8.590958ms,114.084µs,434µs,7.222376ms,101.791µs,[1]
8.522208ms,119.625µs,445.958µs,7.128001ms,115.875µs,[1]
8.540958ms,113.917µs,431.167µs,7.182124ms,102.71µs,[1]
8.506959ms,114.25µs,428.417µs,7.169373ms,103.083µs,[1]
8.820792ms,114.083µs,429.042µs,7.464251ms,103.083µs,[1]
8.475542ms,114.5µs,439.458µs,7.112459ms,100.502µs,[1]
8.509458ms,113.917µs,436µs,7.145041ms,107.75µs,[1]
8.624542ms,113.875µs,439.292µs,7.224749ms,106.081µs,[1]
8.518083ms,113.875µs,453.25µs,7.114249ms,103.75µs,[1]
8.536042ms,113.875µs,431.208µs,7.163082ms,101.586µs,[1]
8.491083ms,114.291µs,435.917µs,7.13425ms,107.666µs,[1]
9.505958ms,114.333µs,429.958µs,8.114124ms,102.875µs,[1]
8.493ms,116.792µs,438.667µs,7.120251ms,108.21µs,[1]
8.51325ms,114.458µs,430.875µs,7.170501ms,101.749µs,[1]
8.548834ms,113.959µs,434.792µs,7.158625ms,101.418µs,[1]
8.586833ms,114.041µs,443.041µs,7.196834ms,109.125µs,[1]
8.487708ms,114.208µs,426.375µs,7.141833ms,101.667µs,[1]
8.483167ms,114.125µs,438.542µs,7.113085ms,102.293µs,[1]
9.346792ms,114.5µs,433.666µs,7.971669ms,102.999µs,[1]
8.553417ms,114.5µs,430.542µs,7.16546ms,100.75µs,[1]
8.484875ms,114.042µs,430.792µs,7.11654ms,102.708µs,[1]
8.514959ms,113.958µs,439.084µs,7.133166ms,102.208µs,[1]
8.533417ms,114.25µs,426.458µs,7.180876ms,102.248µs,[1]
8.58575ms,116.833µs,437.042µs,7.204458ms,121.584µs,[1]
8.5675ms,114.25µs,432.833µs,7.191374ms,112.041µs,[1]
8.918417ms,114.5µs,435.042µs,7.540998ms,108.374µs,[1]
8.563792ms,114.333µs,428.125µs,7.187751ms,102.666µs,[1]
8.582083ms,114.167µs,431.333µs,7.174459ms,108.918µs,[1]
8.536ms,113.792µs,436.417µs,7.158583ms,109.084µs,[1]
8.510083ms,114.125µs,429.792µs,7.125374ms,100.669µs,[1]
8.483375ms,114µs,426.5µs,7.124541ms,101.749µs,[1]
8.538708ms,114.042µs,424.833µs,7.152917ms,102.374µs,[1]
9.2725ms,114.708µs,432.75µs,7.894917ms,109.335µs,[1]
8.496833ms,114.25µs,431.292µs,7.126916ms,102.541µs,[1]
8.44925ms,114.25µs,425.709µs,7.0865ms,102.582µs,[1]
8.590334ms,113.916µs,429.542µs,7.23525ms,101.666µs,[1]
8.592667ms,114.958µs,436.542µs,7.181834ms,102.25µs,[1]
8.542334ms,114.375µs,427.5µs,7.164084ms,100.542µs,[1]
8.517791ms,114.791µs,425.791µs,7.123833ms,103.168µs,[1]
8.947625ms,114.333µs,430.209µs,7.519583ms,102.791µs,[1]
8.570334ms,114.625µs,450.208µs,7.150458ms,102.71µs,[1]
8.500459ms,114.417µs,438.042µs,7.125709ms,110.999µs,[1]
8.512584ms,114.167µs,440.958µs,7.140291ms,101.957µs,[1]
8.511041ms,114.583µs,432.167µs,7.175708ms,101.875µs,[1]
8.570292ms,114.416µs,427.458µs,7.210416ms,101.291µs,[1]
8.509959ms,114.25µs,446.25µs,7.142585ms,100.959µs,[1]
8.496ms,114.292µs,445.541µs,7.084873ms,107.874µs,[1]
8.521792ms,113.959µs,435.375µs,7.143541ms,108.416µs,[1]
8.622083ms,114.459µs,438.542µs,7.214458ms,101.166µs,[1]
8.542792ms,113.791µs,437.459µs,7.168126ms,101.625µs,[1]
8.559792ms,114.542µs,434.125µs,7.166333ms,101.875µs,[1]
8.540583ms,114.166µs,439.75µs,7.172292ms,108.167µs,[1]
8.525459ms,114.042µs,431.625µs,7.150418ms,102µs,[1]
8.829ms,114.625µs,747µs,7.121667ms,103.168µs,[1]
8.546083ms,114µs,426µs,7.175375ms,101.083µs,[1]
8.570375ms,114.542µs,430.708µs,7.200002ms,102.919µs,[1]
8.468334ms,113.916µs,424.167µs,7.13575ms,101.373µs,[1]
8.531125ms,114.833µs,430.125µs,7.1775ms,101.791µs,[1]
8.502084ms,114.25µs,430.125µs,7.120669ms,102.29µs,[1]
8.518542ms,114.083µs,446.583µs,7.124543ms,102.709µs,[1]
8.922709ms,114.375µs,434.917µs,7.523126ms,104.999µs,[1]
8.591708ms,114.167µs,425.958µs,7.18925ms,107.707µs,[1]
8.510042ms,114.167µs,425.875µs,7.162209ms,101.834µs,[1]
8.558375ms,114.375µs,436.667µs,7.197416ms,101.708µs,[1]
8.56525ms,116.917µs,434µs,7.184667ms,102.875µs,[1]
8.498958ms,114.292µs,430.042µs,7.149293ms,102.166µs,[1]
8.543375ms,114µs,437.083µs,7.152167ms,102.959µs,[1]
8.914625ms,114.666µs,426.875µs,7.551502ms,101.709µs,[1]
8.478208ms,114.458µs,434.041µs,7.107668ms,101.96µs,[1]
8.502875ms,114µs,431.542µs,7.139042ms,101.541µs,[1]
8.545833ms,116.667µs,432.958µs,7.175124ms,108.043µs,[1]
8.4955ms,113.959µs,433.583µs,7.115625ms,108.086µs,[1]
8.521292ms,114µs,438.667µs,7.148999ms,105.751µs,[1]
8.518291ms,113.833µs,433.708µs,7.166377ms,101.875µs,[1]
8.457375ms,114.292µs,429.458µs,7.10046ms,108.666µs,[1]
8.530583ms,113.917µs,423.625µs,7.154501ms,108.376µs,[1]
8.56625ms,113.958µs,434.25µs,7.191375ms,102.749µs,[0]
8.529916ms,114.208µs,434.375µs,7.158793ms,101.459µs,[1]
8.561ms,114.75µs,433µs,7.150749ms,116.166µs,[1]
8.553334ms,114.125µs,440.875µs,7.171708ms,102.249µs,[1]
8.541666ms,114.125µs,430.292µs,7.137209ms,100.292µs,[1]
8.520375ms,114.041µs,439.709µs,7.129376ms,102.083µs,[1]
8.538ms,114.208µs,447.292µs,7.137918ms,101.5µs,[1]
8.568042ms,114.417µs,441.417µs,7.165665ms,102.666µs,[1]
8.561708ms,114.083µs,436.958µs,7.184707ms,101.415µs,[1]
8.512083ms,114.25µs,435.25µs,7.141498ms,101.459µs,[1]
8.509459ms,114.375µs,426.5µs,7.15775ms,102µs,[1]
8.49775ms,114.167µs,432.708µs,7.13946ms,100.626µs,[1]
8.524417ms,114.208µs,439.958µs,7.128626ms,101.708µs,[1]
8.543209ms,114.458µs,436.958µs,7.16325ms,102.584µs,[1]
8.594708ms,114.5µs,432.75µs,7.204709ms,102.374µs,[1]
8.565958ms,114.083µs,437.833µs,7.186541ms,101.582µs,[1]
8.471542ms,114µs,433.125µs,7.133ms,102.835µs,[1]
8.557166ms,113.959µs,426.541µs,7.206751ms,101.749µs,[1]
8.545875ms,115.208µs,437.792µs,7.162124ms,101.917µs,[1]
8.509666ms,114.334µs,442.083µs,7.148457ms,102.126µs,[1]
8.546ms,114.5µs,425.708µs,7.185208ms,101.958µs,[1]
8.571666ms,114.041µs,427.084µs,7.189457ms,103.582µs,[1]
8.594292ms,114.042µs,433.291µs,7.219834ms,101.793µs,[1]
8.535959ms,114.042µs,429.417µs,7.200835ms,103.708µs,[1]
8.524084ms,114.208µs,426.375µs,7.165832ms,101.458µs,[1]
8.482ms,114.125µs,430.25µs,7.135252ms,101.251µs,[1]
8.489875ms,114.583µs,431.042µs,7.111667ms,101.709µs,[1]
8.522375ms,114.042µs,433.167µs,7.159667ms,102.207µs,[1]
8.572625ms,114.208µs,424.833µs,7.208252ms,102.083µs,[1]
8.579958ms,114.459µs,439.459µs,7.204085ms,108.709µs,[1]
8.496292ms,114.375µs,432.5µs,7.1395ms,101.793µs,[1]
8.528791ms,114.25µs,426.209µs,7.170583ms,108.293µs,[1]
8.538333ms,116.958µs,432.541µs,7.171332ms,101.833µs,[1]
8.45025ms,114.625µs,438µs,7.059918ms,101.292µs,[1]
8.606917ms,114.042µs,441.584µs,7.224916ms,107.21µs,[1]
8.512625ms,114.459µs,433.625µs,7.131375ms,102.168µs,[1]
8.399958ms,116.083µs,457.583µs,7.047375ms,102.042µs,[1]
8.459042ms,116.042µs,436.417µs,7.08896ms,101.457µs,[1]
8.489459ms,114µs,427.542µs,7.139083ms,104.54µs,[1]
8.56025ms,113.75µs,429.958µs,7.198958ms,101µs,[1]
8.493ms,114.333µs,435.416µs,7.112042ms,101.999µs,[1]
8.5085ms,113.958µs,448.5µs,7.150416ms,103.125µs,[0]
8.532333ms,114.25µs,425.125µs,7.178457ms,101.833µs,[1]
8.490833ms,113.834µs,428.958µs,7.124209ms,102.335µs,[1]
8.678292ms,114µs,425.958µs,7.292791ms,123.249µs,[0]
8.456042ms,114.125µs,424.791µs,7.108668ms,100.793µs,[1]
8.557333ms,114.708µs,437.208µs,7.174791ms,101.376µs,[1]
8.494625ms,114.458µs,428.584µs,7.109459ms,101.666µs,[1]
8.568375ms,114.584µs,430.291µs,7.192667ms,103.126µs,[1]
8.608834ms,114.167µs,439.792µs,7.246916ms,100.792µs,[1]
8.542209ms,114µs,436µs,7.1455ms,102.126µs,[1]
8.520042ms,114.041µs,424.916µs,7.164501ms,102.876µs,[1]
8.492625ms,114.084µs,434.375µs,7.139289ms,101.001µs,[1]
