LookupTime,FSSTime,MultiplicationTime,RotationTime,AdditionTime,o
8.390209ms,114.666µs,435.834µs,7.04425ms,108.583µs,[1]
8.360458ms,114.416µs,425.208µs,7.027793ms,102.959µs,[1]
8.682083ms,114.083µs,468.5µs,7.252584ms,124.543µs,[1]
8.361833ms,114.375µs,425.208µs,7.037582ms,102.418µs,[1]
8.342667ms,114.375µs,425.625µs,7.021373ms,102.459µs,[1]
8.872417ms,114.5µs,425.334µs,7.53346ms,102.668µs,[0]
8.497791ms,114.083µs,425.958µs,7.133499ms,101.583µs,[1]
8.512084ms,114.708µs,428.584µs,7.063456ms,103.207µs,[1]
8.390459ms,114.042µs,426.833µs,7.048832ms,102.418µs,[1]
8.390167ms,114.417µs,428.042µs,7.031375ms,102.834µs,[1]
8.607084ms,114.458µs,440.792µs,7.242584ms,109.334µs,[1]
8.4395ms,114.5µs,428.25µs,7.033373ms,101.168µs,[1]
8.974459ms,114.583µs,425.75µs,7.62021ms,101.209µs,[1]
8.368792ms,114.333µs,427.916µs,7.040085ms,101.125µs,[1]
8.480625ms,114.167µs,431.625µs,7.145376ms,101.623µs,[1]
8.465041ms,114.417µs,427.708µs,7.055749ms,101.208µs,[1]
8.44025ms,114.542µs,426.916µs,7.100376ms,104.124µs,[1]
8.378125ms,114.625µs,426.167µs,7.038833ms,110.376µs,[1]
8.498625ms,114.791µs,432.709µs,7.171707ms,102.084µs,[1]
8.967417ms,114.417µs,686.583µs,7.340166ms,102.542µs,[1]
8.372459ms,115.084µs,432.458µs,7.029335ms,102.833µs,[1]
8.526167ms,115.625µs,443.833µs,7.118583ms,110.248µs,[1]
8.36975ms,114.5µs,427µs,7.027583ms,102.333µs,[1]
8.608584ms,114.333µs,439.834µs,7.220957ms,106.292µs,[1]
8.33875ms,114.583µs,425.5µs,7.020585ms,100.749µs,[1]
8.4655ms,114.083µs,426.375µs,7.103417ms,102.667µs,[1]
8.84875ms,115.333µs,434.417µs,7.498333ms,101.916µs,[1]
8.571583ms,114.291µs,437.917µs,7.195335ms,107.084µs,[1]
8.353125ms,114.417µs,426.209µs,7.02121ms,102.377µs,[1]
8.482541ms,114.166µs,444.209µs,7.12871ms,101.167µs,[1]
8.372792ms,114.791µs,427.167µs,7.033209ms,103.457µs,[1]
8.624458ms,114.458µs,446.542µs,7.237416ms,103.458µs,[1]
8.359375ms,114.417µs,427.375µs,7.022043ms,102.624µs,[1]
8.978ms,114.417µs,657.75µs,7.37275ms,105.999µs,[1]
8.403959ms,116.208µs,429.625µs,7.026208ms,103.126µs,[1]
8.513958ms,114.042µs,440.208µs,7.164332ms,101.208µs,[1]
8.374458ms,114.166µs,426.875µs,7.04025ms,101.627µs,[1]
8.4965ms,114.334µs,425.25µs,7.152418ms,101.835µs,[1]
8.347583ms,115.417µs,427.042µs,7.007667ms,103.374µs,[1]
8.521375ms,114.584µs,442.334µs,7.181126ms,102.167µs,[1]
8.488084ms,114.334µs,431.542µs,7.130624ms,101.874µs,[1]
8.359167ms,114.5µs,432.334µs,7.0135ms,102.126µs,[1]
8.473167ms,115.292µs,437.666µs,7.089206ms,105.665µs,[1]
8.325208ms,114µs,424.834µs,7.004917ms,102.501µs,[1]
8.620666ms,114µs,436.916µs,7.264582ms,103.167µs,[1]
8.538375ms,114.292µs,439.792µs,7.152666ms,103.583µs,[1]
8.374ms,114.583µs,429µs,7.042293ms,102.083µs,[1]
8.363ms,120.375µs,425.583µs,7.029791ms,102.249µs,[1]
8.463583ms,114.042µs,434.167µs,7.119416ms,105.708µs,[1]
8.468ms,114.833µs,427.292µs,7.032542ms,101.375µs,[1]
8.5ms,120.459µs,429.208µs,7.120086ms,101.833µs,[1]
8.3715ms,119.125µs,427.792µs,7.02517ms,102.208µs,[1]
8.489042ms,118.625µs,433.167µs,7.121877ms,111.041µs,[1]
8.428541ms,114.708µs,428.542µs,7.072793ms,101.835µs,[1]
8.450292ms,114.916µs,431.042µs,7.087207ms,101.625µs,[1]
8.410875ms,114.458µs,428.625µs,7.04775ms,102.249µs,[1]
8.486292ms,114.25µs,439.584µs,7.133085ms,104.541µs,[1]
8.450042ms,114.125µs,430.25µs,7.073376ms,101.877µs,[1]
8.394875ms,114.25µs,427.75µs,7.070622ms,101.793µs,[1]
8.380375ms,114.375µs,433.25µs,7.033082ms,103.082µs,[1]
8.456667ms,114.25µs,424.291µs,7.13521ms,102.207µs,[1]
8.436292ms,114.291µs,428.166µs,7.068584ms,103.584µs,[1]
8.510209ms,114.209µs,426.292µs,7.147624ms,102.083µs,[1]
8.346375ms,114.709µs,427.625µs,7.022123ms,100.96µs,[1]
8.582125ms,113.958µs,444.375µs,7.236958ms,102.625µs,[1]
8.491875ms,114.25µs,439.583µs,7.142211ms,101.084µs,[1]
8.362334ms,115µs,426.709µs,7.020416ms,100.417µs,[0]
8.439292ms,114.375µs,426.959µs,7.06925ms,104.917µs,[1]
8.370625ms,114.791µs,427.791µs,7.03429ms,102.916µs,[1]
8.531958ms,114.334µs,435.333µs,7.162794ms,101.544µs,[1]
8.376791ms,116.208µs,425.375µs,7.010832ms,101.622µs,[1]
8.463416ms,113.708µs,426.583µs,7.119543ms,101.834µs,[1]
8.372416ms,115.458µs,428.625µs,7.017249ms,103.123µs,[1]
8.509667ms,114.084µs,432.791µs,7.145169ms,100.459µs,[1]
8.378625ms,113.917µs,425.666µs,7.042627ms,106.916µs,[1]
8.452ms,114.25µs,435.708µs,7.051916ms,102.545µs,[1]
8.366875ms,114.334µs,426.417µs,7.01054ms,101.666µs,[1]
8.597542ms,114.083µs,441.792µs,7.2325ms,106.956µs,[1]
8.362792ms,114.375µs,425.458µs,7.030209ms,101.834µs,[1]
8.387709ms,114.667µs,428.209µs,7.055376ms,102.832µs,[1]
8.381792ms,114.583µs,425.958µs,7.012292ms,102.751µs,[1]
8.590292ms,113.958µs,442.708µs,7.214251ms,101µs,[1]
8.527042ms,114.208µs,425.833µs,7.153669ms,101.707µs,[1]
8.344292ms,114.25µs,428.959µs,7.016542ms,104.663µs,[1]
8.495167ms,114.166µs,429.625µs,7.139127ms,101.665µs,[1]
8.510583ms,113.708µs,425.292µs,7.163082ms,101.542µs,[1]
8.470958ms,114.042µs,430.916µs,7.119792ms,104.169µs,[1]
8.447125ms,114.458µs,424.708µs,7.103167ms,100.96µs,[1]
8.40425ms,114.125µs,438.208µs,7.063706ms,103.749µs,[1]
8.387875ms,114.208µs,428.625µs,7.054874ms,102.915µs,[1]
8.349583ms,114.334µs,431.542µs,7.020959ms,102.876µs,[1]
8.364666ms,114.167µs,427.875µs,7.025083ms,102µs,[1]
8.37125ms,115.75µs,427.791µs,7.016709ms,103.083µs,[1]
9.158125ms,118.5µs,431.542µs,7.716333ms,151.292µs,[1]
8.94625ms,115.75µs,438.042µs,7.551084ms,106.541µs,[1]
8.56275ms,114.458µs,444.25µs,7.174793ms,102.332µs,[1]
8.358375ms,114.167µs,426.667µs,7.017376ms,101.499µs,[1]
8.475334ms,115.666µs,429.209µs,7.095668ms,101.835µs,[1]
8.425542ms,115.666µs,438.958µs,7.025957ms,102.081µs,[1]
8.547542ms,114.333µs,431.125µs,7.174334ms,101.998µs,[1]
8.352042ms,114.75µs,422.584µs,7.018667ms,104.749µs,[1]
8.531334ms,114.25µs,434.542µs,7.161792ms,108.46µs,[1]
8.597958ms,226.042µs,425.75µs,7.025125ms,102.793µs,[1]
8.339292ms,114.875µs,427.792µs,7.012252ms,102.25µs,[1]
9.055625ms,116.25µs,429.208µs,7.651415ms,110.626µs,[1]
8.645125ms,118.25µs,435.333µs,7.154294ms,104.958µs,[1]
8.445917ms,114.834µs,427.292µs,7.09354ms,102.335µs,[1]
8.609958ms,115.417µs,429.833µs,7.203208ms,105.123µs,[1]
8.461125ms,114.916µs,430.25µs,7.057126ms,102.832µs,[1]
8.527084ms,116.125µs,427.917µs,7.110458ms,103.501µs,[1]
8.745125ms,117.542µs,440.542µs,7.327708ms,106.083µs,[1]
9.087292ms,122.833µs,429.917µs,7.667376ms,105.875µs,[1]
8.62ms,115µs,456.291µs,7.213916ms,103.666µs,[1]
8.521208ms,116.125µs,430.459µs,7.122084ms,116.792µs,[1]
8.364125ms,114.375µs,428.583µs,7.008417ms,102.876µs,[1]
8.47575ms,115.125µs,431.708µs,7.118459ms,112.959µs,[1]
9.56525ms,117.042µs,435.583µs,7.486417ms,107.416µs,[1]
8.781ms,115.792µs,430.75µs,7.378458ms,104.082µs,[1]
9.4445ms,115.875µs,936.041µs,7.527542ms,104.084µs,[1]
8.36875ms,115µs,428.792µs,7.028041ms,101.375µs,[1]
8.524ms,114.292µs,444.333µs,7.137791ms,107.293µs,[1]
8.362709ms,115.917µs,431.75µs,7.024623ms,103.293µs,[1]
8.550083ms,114.875µs,440.041µs,7.182873ms,106.79µs,[1]
8.430792ms,140.208µs,428.75µs,7.021958ms,101.335µs,[1]
8.506292ms,114.25µs,430.583µs,7.104709ms,105.666µs,[1]
8.374292ms,115.625µs,429.417µs,7.01ms,102.835µs,[1]
8.704333ms,114.917µs,448.667µs,7.29025ms,101.75µs,[1]
8.519458ms,114.083µs,425.833µs,7.158916ms,100.915µs,[1]
8.427792ms,114.375µs,444.166µs,7.080334ms,100.872µs,[1]
8.538333ms,114.375µs,450.958µs,7.194667ms,101.043µs,[1]
8.51125ms,114.458µs,435.417µs,7.133708ms,108.5µs,[1]
8.412459ms,114.792µs,427.167µs,7.054499ms,102.875µs,[1]
8.427458ms,114.75µs,441.5µs,7.065249ms,109.04µs,[1]
8.395ms,114.792µs,426.5µs,7.073084ms,101.625µs,[1]
8.550333ms,114.25µs,426.125µs,7.168167ms,106.877µs,[1]
8.371875ms,114.667µs,428.25µs,7.037748ms,101.043µs,[1]
8.402375ms,114.417µs,431.959µs,7.056167ms,100.998µs,[1]
8.379541ms,114.333µs,428.667µs,7.025667ms,102.79µs,[1]
8.487125ms,114.542µs,426.458µs,7.112959ms,102.249µs,[1]
8.350792ms,114.5µs,428.708µs,7.016166ms,103.707µs,[1]
8.446292ms,114.958µs,430.333µs,7.07979ms,101.25µs,[1]
8.451625ms,114.25µs,428.667µs,7.106335ms,114.835µs,[1]
8.575167ms,114.208µs,427.792µs,7.229043ms,103.96µs,[1]
8.46775ms,114.084µs,424.916µs,7.12329ms,107.957µs,[1]
8.352958ms,114.083µs,423.541µs,7.023875ms,101.459µs,[1]
8.483459ms,116.75µs,436.292µs,7.117497ms,109.332µs,[1]
8.529625ms,118.125µs,433.917µs,7.110794ms,102.79µs,[1]
8.455ms,115.834µs,434.542µs,7.067584ms,102.417µs,[1]
8.40525ms,114.541µs,433.125µs,7.037249ms,102.501µs,[1]
8.532875ms,114.125µs,435.167µs,7.123875ms,116.041µs,[1]
8.339833ms,114.667µs,426.125µs,7.018126ms,102.291µs,[1]
8.585417ms,113.958µs,438.209µs,7.211166ms,101.958µs,[1]
8.471584ms,114.166µs,427µs,7.104041ms,102.126µs,[1]
8.55225ms,117.208µs,437.083µs,7.191127ms,103.875µs,[1]
8.409833ms,114.333µs,430.292µs,7.04946ms,103.001µs,[1]
8.337709ms,114.167µs,433.833µs,7.010794ms,101.96µs,[1]
8.816042ms,116µs,429.208µs,7.376543ms,105.292µs,[1]
8.478334ms,115.958µs,431.584µs,7.057167ms,103.376µs,[1]
8.468375ms,114.375µs,436.708µs,7.06725ms,101.46µs,[1]
8.455334ms,115.084µs,440.958µs,7.102873ms,102.291µs,[1]
8.39575ms,115.25µs,436.833µs,7.063748ms,101.958µs,[1]
8.980459ms,116.917µs,438.25µs,7.563459ms,106.793µs,[1]
8.550458ms,116.667µs,431.333µs,7.160751ms,104.79µs,[1]
8.425291ms,115.041µs,432.958µs,7.080751ms,102.17µs,[1]
8.698542ms,115.167µs,435.584µs,7.209418ms,102.25µs,[1]
8.496125ms,114.709µs,428.959µs,7.117874ms,106.542µs,[1]
8.464208ms,116.834µs,431.916µs,7.06629ms,102.293µs,[1]
8.565125ms,115.792µs,443.167µs,7.164999ms,105.331µs,[1]
8.636333ms,116.084µs,436.708µs,7.136835ms,104.166µs,[1]
9.171084ms,115.584µs,466.541µs,7.730709ms,119.916µs,[1]
8.467625ms,115.292µs,431.042µs,7.086499ms,103.25µs,[1]
8.467917ms,115.666µs,436.791µs,7.105252ms,101.582µs,[1]
8.477125ms,115.5µs,439.667µs,7.077332ms,102.999µs,[1]
8.517542ms,114.666µs,434.167µs,7.167791ms,103.666µs,[1]
8.503667ms,114.334µs,425.375µs,7.161208ms,101.585µs,[1]
8.897875ms,116.083µs,429.542µs,7.40775ms,106.708µs,[1]
8.735666ms,117.084µs,434.333µs,7.325376ms,103.417µs,[1]
8.581292ms,115.708µs,432.333µs,7.195459ms,104.253µs,[1]
8.493416ms,115.084µs,430.083µs,7.139709ms,102.834µs,[1]
8.434166ms,114.542µs,426.209µs,7.0855ms,102.332µs,[1]
8.59375ms,200.666µs,427.625µs,7.071917ms,103.667µs,[1]
8.82075ms,115.416µs,430.5µs,7.422583ms,107.331µs,[1]
8.469292ms,116.833µs,431.75µs,7.085459ms,104.21µs,[1]
8.484625ms,115.375µs,439.792µs,7.123252ms,102.043µs,[1]
8.484708ms,114.375µs,430.333µs,7.132792ms,104.084µs,[1]
8.372958ms,114.916µs,428.5µs,7.013332ms,102.334µs,[1]
8.508917ms,114.541µs,428.875µs,7.153919ms,102.874µs,[1]
8.943542ms,118.917µs,517.083µs,7.333124ms,127.666µs,[1]
8.841292ms,115.792µs,443.375µs,7.441834ms,105.833µs,[1]
9.20225ms,116.084µs,442.5µs,7.71425ms,106.458µs,[1]
8.394208ms,115.792µs,429.667µs,7.025872ms,102.376µs,[1]
8.5275ms,117µs,429.458µs,7.128625ms,106.542µs,[1]
8.355083ms,117.5µs,428.375µs,7.019082ms,103.71µs,[1]
8.438959ms,115.542µs,425.291µs,7.048166ms,112.5µs,[1]
8.44325ms,116.333µs,428.5µs,7.036917ms,103.084µs,[1]
8.383292ms,114.833µs,431.5µs,7.042166ms,103.833µs,[1]
8.38875ms,115.084µs,430.583µs,7.039791ms,101.876µs,[1]
8.422791ms,114.875µs,427.875µs,7.058376ms,102.709µs,[1]
8.474042ms,116.916µs,426.333µs,7.110624ms,105.375µs,[1]
8.459916ms,119.291µs,437.959µs,7.08779ms,101.835µs,[1]
8.385583ms,114.834µs,430.875µs,7.03ms,102.707µs,[1]
8.449584ms,114.333µs,439.708µs,7.062251ms,103.043µs,[1]
8.370334ms,114.916µs,431.625µs,7.01925ms,104.709µs,[1]
8.491334ms,114µs,447.5µs,7.103207ms,101.083µs,[1]
8.35875ms,114.167µs,426.292µs,7.020415ms,103.456µs,[1]
8.592958ms,114.375µs,429.916µs,7.247ms,106.043µs,[1]
8.337959ms,114.208µs,425.5µs,7.019915ms,101.626µs,[1]
8.475041ms,114µs,450µs,7.085958ms,102.292µs,[1]
8.413375ms,114.375µs,442.625µs,7.053919ms,102.001µs,[1]
8.610792ms,113.916µs,429.959µs,7.247124ms,102.582µs,[1]
8.537875ms,114.166µs,428.167µs,7.152333ms,101.793µs,[1]
8.348542ms,114.375µs,425.917µs,7.022375ms,101.208µs,[1]
8.573166ms,113.959µs,443.375µs,7.194835ms,109.126µs,[1]
8.53075ms,113.875µs,425.667µs,7.203875ms,102.832µs,[1]
8.413834ms,114.542µs,424.584µs,7.066168ms,101.417µs,[1]
8.441292ms,114.292µs,427.875µs,7.089167ms,101.709µs,[1]
8.398333ms,114.208µs,431.291µs,7.06325ms,103.164µs,[1]
8.533959ms,114.459µs,429.792µs,7.200541ms,100.917µs,[1]
8.453208ms,114µs,427.125µs,7.123333ms,102.502µs,[1]
8.344ms,114.5µs,425.25µs,7.023041ms,102.499µs,[1]
8.490834ms,114.333µs,428.125µs,7.104794ms,101.876µs,[1]
8.4735ms,113.917µs,438.417µs,7.123584ms,103.084µs,[1]
8.451791ms,114.458µs,428.041µs,7.100626ms,103µs,[1]
8.514791ms,114.416µs,429.375µs,7.161001ms,102.002µs,[1]
8.366042ms,114.25µs,431.542µs,7.037749ms,102.582µs,[1]
8.539542ms,114.042µs,429.375µs,7.193625ms,111.332µs,[1]
8.330833ms,114.375µs,428.959µs,7.00679ms,101.168µs,[1]
8.969792ms,117.458µs,431.458µs,7.474082ms,109.334µs,[1]
8.439666ms,115.375µs,441.917µs,7.073376ms,102.542µs,[1]
8.526417ms,115.458µs,433.292µs,7.124585ms,103.875µs,[1]
8.504625ms,114.458µs,443.125µs,7.14746ms,102.417µs,[1]
8.439958ms,115.5µs,425.916µs,7.090747ms,101.667µs,[1]
8.640541ms,137µs,431.958µs,7.174457ms,104.044µs,[1]
8.544625ms,115.792µs,434.625µs,7.160334ms,104.584µs,[1]
8.811792ms,116.125µs,477.125µs,7.346002ms,105.457µs,[1]
8.518542ms,114.459µs,440.042µs,7.10625ms,102.209µs,[1]
8.41375ms,115.083µs,429.333µs,7.047998ms,116.501µs,[1]
8.527833ms,114.708µs,426.834µs,7.18129ms,102.957µs,[1]
8.653958ms,116.292µs,436.916µs,7.261499ms,108.041µs,[1]
8.552333ms,120.666µs,441.083µs,7.160999ms,103.707µs,[1]
9.0075ms,115.958µs,567.833µs,7.449083ms,103.25µs,[1]
8.568292ms,116.459µs,428.375µs,7.168001ms,102.501µs,[1]
8.385208ms,114.791µs,430.792µs,7.028752ms,102.084µs,[1]
8.519834ms,120.833µs,429.792µs,7.135043ms,111.666µs,[1]
8.36775ms,114.916µs,432.084µs,7.011251ms,102.29µs,[1]
8.451375ms,115.125µs,434.667µs,7.079374ms,101.207µs,[1]
8.368709ms,114.875µs,428.666µs,7.020041ms,103.542µs,[1]
8.473125ms,114.792µs,429.459µs,7.104124ms,101.957µs,[1]
8.513416ms,115.5µs,431.125µs,7.154624ms,102.832µs,[1]
8.460167ms,114.292µs,425.791µs,7.085707ms,102.166µs,[1]
8.533791ms,114.5µs,435.208µs,7.133834ms,101.625µs,[1]
8.36225ms,114.458µs,433.375µs,7.017625ms,109.542µs,[1]
8.528166ms,114.583µs,447.625µs,7.167793ms,106.543µs,[1]
8.498625ms,113.917µs,432.333µs,7.127415ms,101.249µs,[1]
8.426917ms,115µs,427.833µs,7.034457ms,100.335µs,[1]
8.465416ms,114.25µs,438.459µs,7.069999ms,102.583µs,[1]
8.400042ms,114.334µs,425.5µs,7.018126ms,102.668µs,[1]
8.485083ms,114.125µs,435.25µs,7.119124ms,102.041µs,[1]
8.425959ms,114.583µs,429.709µs,7.040585ms,102.583µs,[1]
8.418625ms,114.083µs,424.083µs,7.078915ms,100.833µs,[1]
8.435458ms,114.416µs,424.333µs,7.039335ms,100.791µs,[1]
8.484708ms,114.375µs,432.125µs,7.165749ms,101.418µs,[1]
8.392625ms,114.583µs,427µs,7.012251ms,101.873µs,[1]
8.442333ms,114.209µs,425.375µs,7.110751ms,101.542µs,[1]
8.407166ms,114.542µs,432.75µs,7.071123ms,102.125µs,[1]
8.4045ms,114.542µs,433.459µs,7.066959ms,102.542µs,[1]
8.455334ms,115.125µs,430.708µs,7.047707ms,102.002µs,[1]
8.365375ms,114.958µs,425.584µs,7.034499ms,102.875µs,[1]
8.616792ms,119.333µs,432.708µs,7.241542ms,104.956µs,[1]
8.409875ms,115.584µs,436.125µs,7.048625ms,102.207µs,[1]
8.469625ms,114.208µs,437.917µs,7.066207ms,110.71µs,[1]
8.452959ms,114.875µs,427.875µs,7.062207ms,102.917µs,[1]
8.431125ms,114.292µs,431.25µs,7.082624ms,102.665µs,[1]
8.394ms,114.625µs,435.333µs,7.063623ms,100.875µs,[1]
8.590625ms,113.75µs,431.833µs,7.225666ms,105.625µs,[1]
8.349042ms,114.625µs,426.875µs,7.017583ms,101.252µs,[1]
8.418333ms,114.417µs,451.959µs,7.051665ms,103.168µs,[1]
8.35825ms,114.833µs,424.875µs,7.014335ms,102.124µs,[1]
8.43375ms,115.25µs,426.209µs,7.072709ms,101.377µs,[1]
8.678375ms,116.75µs,436.083µs,7.285919ms,104.25µs,[1]
8.52975ms,114.667µs,426.125µs,7.191166ms,101.624µs,[1]
8.384208ms,114.375µs,447.5µs,7.026628ms,109.293µs,[1]
8.429084ms,114.5µs,429.125µs,7.092583ms,102.334µs,[1]
8.6025ms,114.291µs,426.084µs,7.214208ms,101.54µs,[1]
8.423ms,114.625µs,425.875µs,7.03171ms,101.458µs,[1]
8.399583ms,114.209µs,429.167µs,7.043584ms,102.458µs,[1]
8.349625ms,114.792µs,426.917µs,7.015126ms,101.707µs,[1]
8.533666ms,114.333µs,456.583µs,7.125085ms,101.167µs,[1]
8.422583ms,115.125µs,430.25µs,7.029418ms,101.876µs,[1]
8.541042ms,114.125µs,448.167µs,7.161085ms,101.376µs,[1]
8.383292ms,114.167µs,425.75µs,7.059793ms,101.251µs,[1]
8.549875ms,121.208µs,427.875µs,7.166957ms,101.001µs,[1]
8.538084ms,126.75µs,429.667µs,7.142955ms,109.375µs,[1]
8.3675ms,115.083µs,429.5µs,7.026207ms,103.083µs,[1]
8.513041ms,114.541µs,436.583µs,7.124417ms,116.668µs,[1]
8.347417ms,114.125µs,427.375µs,7.021539ms,102.042µs,[1]
8.5505ms,114.167µs,436.167µs,7.202709ms,108.958µs,[1]
8.338458ms,114.375µs,426.916µs,7.022207ms,102.457µs,[1]
8.431208ms,114.083µs,425.917µs,7.070415ms,101.04µs,[1]
8.413667ms,114.291µs,433.583µs,7.071836ms,102.458µs,[1]
8.451458ms,114.75µs,432.083µs,7.078748ms,102.791µs,[1]
8.45325ms,114.75µs,425.75µs,7.102375ms,101.667µs,[1]
8.377041ms,114.125µs,430.667µs,7.050373ms,102.126µs,[1]
8.46875ms,114µs,427.125µs,7.132583ms,102.415µs,[1]
8.521583ms,114.5µs,427.083µs,7.159792ms,100.293µs,[1]
8.346041ms,114.083µs,428.416µs,7.014751ms,101.25µs,[1]
8.466333ms,114µs,448.583µs,7.079999ms,104.376µs,[1]
8.45675ms,114.25µs,426.041µs,7.1135ms,106.166µs,[1]
8.46175ms,113.792µs,429.167µs,7.093125ms,102.332µs,[1]
8.538125ms,114µs,433.583µs,7.175835ms,103.044µs,[1]
8.35525ms,113.959µs,436.083µs,7.030499ms,101.751µs,[1]
8.427417ms,114.292µs,425.958µs,7.102622ms,102.751µs,[1]
8.488459ms,113.833µs,425.125µs,7.137458ms,101.958µs,[1]
8.438458ms,114.334µs,426.583µs,7.061085ms,103.082µs,[1]
8.489875ms,114.125µs,448.166µs,7.106626ms,102.457µs,[1]
8.411666ms,114.583µs,425.875µs,7.03929ms,100.917µs,[1]
8.546042ms,114.209µs,438.667µs,7.167459ms,101.707µs,[1]
8.40075ms,114.458µs,430.042µs,7.058418ms,102.165µs,[1]
8.48825ms,114.208µs,426.542µs,7.166164ms,101.706µs,[1]
8.364084ms,114.417µs,426.25µs,7.031707ms,102.5µs,[1]
8.498916ms,114.125µs,447.458µs,7.130291ms,108.706µs,[1]
8.459959ms,119.709µs,423.917µs,7.035877ms,102.667µs,[1]
8.455625ms,114.541µs,429.042µs,7.122334ms,101.041µs,[1]
8.417959ms,114.125µs,424.458µs,7.036167ms,101.25µs,[1]
8.552375ms,114.333µs,440.125µs,7.197706ms,106.751µs,[1]
8.382167ms,114.083µs,424.792µs,7.004749ms,101.706µs,[1]
8.468833ms,114.208µs,428.459µs,7.091458ms,102.623µs,[1]
8.411ms,114.333µs,427.708µs,7.077791ms,103.917µs,[1]
8.48725ms,113.959µs,430.25µs,7.152002ms,104.668µs,[1]
8.47325ms,114.875µs,427.625µs,7.061083ms,101.166µs,[1]
8.370917ms,114.541µs,428.833µs,7.047667ms,101.542µs,[1]
8.366416ms,115.458µs,425.708µs,7.010749ms,101.625µs,[1]
8.593416ms,115.875µs,459.833µs,7.194834ms,105.622µs,[1]
8.845958ms,115.167µs,522.291µs,7.37175ms,103.542µs,[1]
8.452334ms,114.333µs,429.667µs,7.084416ms,103.292µs,[1]
8.390542ms,116µs,437.875µs,7.015709ms,103.293µs,[1]
8.407334ms,123µs,432.209µs,7.067792ms,101.708µs,[1]
8.454708ms,114.125µs,430.416µs,7.089959ms,110.208µs,[1]
8.395958ms,114.833µs,428.25µs,7.066375ms,103.334µs,[1]
8.429333ms,115.5µs,427.666µs,7.080041ms,104.211µs,[1]
8.617542ms,131.083µs,466.834µs,7.17954ms,103.457µs,[1]
8.509375ms,116.25µs,432.459µs,7.140126ms,104.084µs,[1]
8.525125ms,114.959µs,441.208µs,7.145834ms,102.999µs,[1]
8.57275ms,114.625µs,430.125µs,7.197873ms,104.583µs,[1]
8.393334ms,116.916µs,429.042µs,7.031833ms,102.751µs,[1]
8.497625ms,114.333µs,429.458µs,7.146748ms,103.335µs,[1]
8.478125ms,114.666µs,438.958µs,7.113333ms,103.166µs,[1]
8.627375ms,262.583µs,427.5µs,7.056794ms,101.25µs,[1]
8.420083ms,114.167µs,436.5µs,7.054085ms,102.543µs,[1]
8.388667ms,115.208µs,425.917µs,7.053001ms,103.374µs,[1]
8.574792ms,114.167µs,427.75µs,7.211375ms,101.502µs,[1]
8.425833ms,114.334µs,425.375µs,7.034749ms,101.376µs,[1]
8.450958ms,114.209µs,428.958µs,7.105541ms,103.207µs,[1]
8.408958ms,114.625µs,424.916µs,7.036877ms,102.542µs,[1]
8.540416ms,114.416µs,433.209µs,7.171916ms,111.793µs,[1]
8.461583ms,114.209µs,430.083µs,7.072875ms,102.126µs,[1]
8.464834ms,114.333µs,426.667µs,7.123793ms,100.542µs,[1]
8.381083ms,114.333µs,427.334µs,7.047626ms,108.75µs,[1]
8.476917ms,113.917µs,447.625µs,7.130876ms,101.96µs,[1]
8.53775ms,114.167µs,424.083µs,7.173625ms,104.332µs,[1]
8.327917ms,114.459µs,425.791µs,7.011708ms,101.124µs,[1]
8.781667ms,116.125µs,453.958µs,7.323419ms,105.833µs,[1]
8.434625ms,116.208µs,432µs,7.060085ms,104.291µs,[1]
8.564625ms,115.5µs,430.708µs,7.177499ms,103.083µs,[1]
8.485042ms,114.292µs,428.167µs,7.118ms,101.124µs,[1]
8.35875ms,114.667µs,429.625µs,7.014999ms,102.376µs,[1]
8.635125ms,115.708µs,482.625µs,7.136666ms,103.667µs,[1]
8.555167ms,116.583µs,449.667µs,7.144957ms,104.708µs,[0]
8.934875ms,115.958µs,442.958µs,7.499792ms,121.084µs,[1]
8.505709ms,121.834µs,431.167µs,7.10404ms,103.042µs,[1]
8.475708ms,114.666µs,437.5µs,7.099747ms,102.375µs,[1]
8.453292ms,115µs,426.042µs,7.060708ms,101.958µs,[1]
8.517417ms,114.584µs,442.833µs,7.124501ms,102.708µs,[1]
8.477166ms,114.333µs,427.625µs,7.070376ms,102.082µs,[1]
8.426167ms,114.458µs,437.25µs,7.072957ms,102µs,[1]
8.436083ms,114.5µs,425.416µs,7.07275ms,101.959µs,[1]
8.501208ms,114.167µs,436.084µs,7.131792ms,105.583µs,[1]
8.430125ms,115.042µs,427.167µs,7.07146ms,102.623µs,[1]
8.442875ms,114.541µs,427.5µs,7.094126ms,114.666µs,[1]
8.430792ms,114.167µs,425.958µs,7.081709ms,101.624µs,[1]
8.5065ms,114.167µs,441.25µs,7.148917ms,105.875µs,[1]
8.41225ms,114.875µs,425.959µs,7.075002ms,102.46µs,[1]
8.3455ms,114.25µs,427.5µs,7.02ms,103.042µs,[1]
8.491583ms,116.334µs,435.625µs,7.108166ms,105.541µs,[1]
8.491958ms,141.792µs,435.375µs,7.112043ms,107.416µs,[1]
8.605834ms,115µs,434.625µs,7.21221ms,102.542µs,[1]
8.547916ms,116.125µs,431.333µs,7.056959ms,101.417µs,[1]
8.497875ms,114.25µs,460.375µs,7.074832ms,101.958µs,[1]
8.395959ms,114.917µs,430.292µs,7.052584ms,101.918µs,[1]
8.814666ms,136.167µs,611.583µs,7.134461ms,105.791µs,[1]
