LookupTime,FSSTime,MultiplicationTime,RotationTime,AdditionTime,o
8.390666ms,116.584µs,426.375µs,7.051252ms,101.957µs,[1]
8.444208ms,115.208µs,447.5µs,7.082292ms,103.251µs,[1]
8.459041ms,114.75µs,464.792µs,7.058918ms,101.417µs,[1]
8.523375ms,117.083µs,446.709µs,7.070125ms,102.125µs,[1]
8.406792ms,115.417µs,431.334µs,7.039708ms,103.249µs,[1]
8.447ms,115.791µs,445.25µs,7.070749ms,101.626µs,[1]
8.43025ms,115.416µs,427.959µs,7.081248ms,102.167µs,[1]
8.417791ms,115.334µs,427.375µs,7.064209ms,102.584µs,[1]
8.410791ms,115.667µs,429.625µs,7.053206ms,102.25µs,[1]
8.435875ms,115.583µs,433.584µs,7.076373ms,105.544µs,[1]
8.412ms,115.25µs,461.541µs,7.042916ms,102.292µs,[1]
8.394167ms,115.666µs,433.333µs,7.037291ms,103.25µs,[1]
8.4885ms,115.5µs,436.375µs,7.113416ms,101.207µs,[1]
9.53575ms,115.167µs,430.458µs,7.038625ms,101.749µs,[1]
8.434834ms,115.292µs,431.625µs,7.071083ms,103.083µs,[1]
8.386375ms,115.25µs,428.125µs,7.042374ms,103µs,[1]
8.413208ms,115.417µs,425.833µs,7.05329ms,107.75µs,[1]
8.429ms,115.333µs,430.292µs,7.085708ms,103.082µs,[1]
8.410917ms,115.292µs,430.042µs,7.051833ms,103.583µs,[1]
8.411666ms,115.542µs,429.084µs,7.044209ms,102.625µs,[1]
8.399542ms,115.291µs,431.917µs,7.040584ms,102.541µs,[1]
8.390625ms,115.208µs,427.042µs,7.052873ms,101.998µs,[1]
8.4595ms,115.25µs,428.959µs,7.094125ms,101.749µs,[1]
8.430458ms,118.875µs,428.25µs,7.07579ms,101.919µs,[1]
8.569333ms,115.75µs,614.083µs,7.039291ms,108.125µs,[1]
8.469292ms,117.291µs,430.083µs,7.131374ms,102.208µs,[1]
8.407084ms,115.208µs,427.917µs,7.044584ms,102.624µs,[1]
9.480792ms,115.166µs,429.5µs,7.05571ms,104.544µs,[1]
8.4465ms,118.917µs,436.292µs,7.09ms,102.374µs,[1]
8.398709ms,115.25µs,430.167µs,7.0505ms,102.915µs,[1]
8.435416ms,115.458µs,428.667µs,7.087624ms,101.957µs,[1]
8.442041ms,116.208µs,430.416µs,7.087001ms,102.458µs,[1]
8.379416ms,115.417µs,428.959µs,7.028749ms,104.086µs,[1]
8.446042ms,115µs,434.959µs,7.087292ms,116.083µs,[1]
9.271042ms,115.375µs,430.625µs,7.925709ms,103.042µs,[1]
8.416334ms,116.083µs,428.5µs,7.044001ms,107.208µs,[1]
8.400875ms,115.208µs,429.208µs,7.045667ms,102.416µs,[1]
8.434292ms,115.25µs,431.416µs,7.052206ms,101.874µs,[1]
8.408584ms,114.791µs,425.25µs,7.063919ms,102.709µs,[0]
8.415666ms,115.25µs,428.708µs,7.043541ms,102.669µs,[1]
8.382542ms,115.791µs,425.375µs,7.034375ms,106.333µs,[1]
9.7265ms,115.083µs,429.875µs,8.371415ms,104.207µs,[1]
8.418ms,115.208µs,428µs,7.067458ms,101.583µs,[1]
8.395291ms,115.917µs,428.417µs,7.042916ms,102.543µs,[1]
8.456167ms,117.375µs,430.458µs,7.095498ms,102.375µs,[1]
8.414208ms,131.666µs,437.708µs,7.056373ms,101.582µs,[1]
8.426792ms,115.375µs,427.125µs,7.071249ms,111.458µs,[1]
8.422792ms,115.25µs,425.75µs,7.084834ms,101.791µs,[1]
9.67725ms,131.666µs,426.541µs,8.231915ms,105.209µs,[1]
9.130875ms,115.167µs,485.25µs,7.718541ms,111.418µs,[1]
8.399583ms,115µs,434.041µs,7.051294ms,102.916µs,[1]
8.408875ms,118µs,430.334µs,7.039292ms,101.419µs,[1]
8.832459ms,130.666µs,425.708µs,7.362832ms,106.54µs,[1]
8.872334ms,115.041µs,485.75µs,7.456751ms,113.625µs,[1]
8.446833ms,115µs,436.416µs,7.072667ms,102.041µs,[1]
10.207ms,130.084µs,428.917µs,8.725542ms,111.627µs,[1]
8.661917ms,115.458µs,499.292µs,7.181789ms,102.541µs,[1]
8.448292ms,115.333µs,432.542µs,7.057168ms,102.623µs,[1]
8.408458ms,114.584µs,427.916µs,7.053664ms,101.623µs,[1]
8.428833ms,115.375µs,428.25µs,7.067625ms,103.667µs,[1]
9.41025ms,129.875µs,439.208µs,7.914624ms,117.084µs,[1]
8.493209ms,114.875µs,540.375µs,7.034708ms,101.961µs,[1]
10.521292ms,116.541µs,487.833µs,9.073666ms,116.624µs,[1]
8.428541ms,121.25µs,433.167µs,7.050706ms,103.5µs,[1]
8.552417ms,120.792µs,427.75µs,7.0595ms,101.876µs,[1]
9.499959ms,133.25µs,485.833µs,7.966793ms,115.168µs,[1]
9.041958ms,115µs,483.625µs,7.642628ms,110.709µs,[1]
8.964666ms,130.5µs,432.792µs,7.514294ms,108.709µs,[1]
8.744125ms,114.917µs,485.417µs,7.298003ms,105.168µs,[1]
9.208916ms,130.666µs,429.166µs,7.725083ms,115.25µs,[1]
8.467583ms,115.334µs,487.458µs,7.044959ms,102.166µs,[1]
8.409084ms,116.375µs,428.667µs,7.060541ms,101.292µs,[1]
9.517167ms,130.334µs,490.208µs,7.994793ms,115.583µs,[1]
8.410708ms,116.167µs,429.625µs,7.056461ms,102.376µs,[1]
8.428166ms,115.916µs,426.875µs,7.061332ms,102.043µs,[1]
9.599959ms,132µs,487.458µs,7.998331ms,117.417µs,[1]
9.15675ms,115.75µs,490.208µs,7.721997ms,112.626µs,[1]
8.940875ms,129.917µs,425.458µs,7.488042ms,107.167µs,[1]
8.818833ms,114.958µs,491.334µs,7.388001ms,106.168µs,[1]
8.413666ms,115.459µs,432.125µs,7.051749ms,101.916µs,[1]
9.038ms,130.334µs,430.25µs,7.565874ms,109.789µs,[1]
8.67225ms,114.791µs,482.375µs,7.263ms,105.29µs,[1]
9.668375ms,130.709µs,446.917µs,8.175542ms,114.833µs,[1]
8.421875ms,115.417µs,441.875µs,7.052835ms,102.082µs,[1]
9.508916ms,130.666µs,505.583µs,7.955748ms,114.459µs,[1]
8.44475ms,115µs,435.334µs,7.072793ms,102.373µs,[1]
8.419667ms,115.167µs,428.958µs,7.063583ms,102.377µs,[1]
9.526458ms,123.75µs,483.625µs,7.99846ms,115.457µs,[1]
8.48775ms,130.459µs,443.458µs,7.061374ms,101.417µs,[1]
9.467959ms,116.25µs,482.417µs,7.829126ms,112.499µs,[1]
8.956291ms,130.125µs,428.709µs,7.46825ms,108.836µs,[1]
8.786416ms,114.75µs,482.167µs,7.353209ms,110.083µs,[1]
9.29225ms,130.25µs,427.417µs,7.802127ms,125.084µs,[1]
8.681458ms,115.541µs,487.666µs,7.278165ms,104.876µs,[1]
8.383125ms,115.834µs,437.167µs,7.034331ms,101.46µs,[1]
9.484333ms,143.167µs,441.75µs,7.969875ms,114.916µs,[1]
9.522167ms,129.958µs,491.25µs,7.991498ms,116.291µs,[1]
8.816291ms,115.541µs,429.917µs,7.453582ms,106.248µs,[1]
9.531375ms,129.709µs,486.833µs,8.007834ms,114.959µs,[1]
9.215583ms,116µs,484.458µs,7.782832ms,112.501µs,[1]
8.871791ms,130.708µs,425.959µs,7.40229ms,107.585µs,[1]
9.074042ms,115.083µs,488.625µs,7.651792ms,110.292µs,[1]
8.449084ms,115.458µs,428.417µs,7.096376ms,101.668µs,[1]
8.970083ms,130.334µs,428µs,7.496584ms,115.168µs,[1]
8.564833ms,119.125µs,486.375µs,7.14875ms,103.668µs,[1]
9.509875ms,131.208µs,430.458µs,8.001082ms,114.542µs,[1]
8.565541ms,115.125µs,594.25µs,7.056333ms,100.959µs,[1]
9.619083ms,131.416µs,485.792µs,8.080125ms,116.416µs,[1]
8.41975ms,115.292µs,429.958µs,7.060208ms,102.875µs,[1]
9.400625ms,115.375µs,481.834µs,7.978497ms,114.415µs,[1]
8.411083ms,115.375µs,429.125µs,7.060376ms,101.126µs,[1]
9.214667ms,115.083µs,490.375µs,7.78675ms,111.917µs,[1]
8.900833ms,130.541µs,431.084µs,7.431083ms,107.876µs,[1]
9.117417ms,114.959µs,488.5µs,7.669541ms,110.75µs,[1]
8.895875ms,130.708µs,429.417µs,7.431417ms,108.04µs,[1]
8.856541ms,115.75µs,510.208µs,7.39129ms,105.916µs,[1]
9.011708ms,130.042µs,434.125µs,7.528747ms,111.292µs,[1]
9.851292ms,115.375µs,483.25µs,7.284085ms,106.583µs,[1]
9.563708ms,130.5µs,450.625µs,8.046292ms,115.29µs,[1]
8.38075ms,115.542µs,425.792µs,7.045541ms,101.833µs,[1]
9.552084ms,130.959µs,512.458µs,7.975794ms,114.832µs,[1]
8.406917ms,115.209µs,437.417µs,7.058167ms,101.791µs,[1]
9.334167ms,115.5µs,485.166µs,7.905458ms,112.293µs,[1]
8.770334ms,133.75µs,434.083µs,7.304834ms,106.375µs,[1]
9.770917ms,115.167µs,492.166µs,7.571791ms,109.292µs,[1]
9.204333ms,131.333µs,431.458µs,7.713919ms,110.542µs,[1]
8.849ms,114.75µs,492.167µs,7.401665ms,105.544µs,[1]
8.46575ms,115.291µs,436µs,7.111832ms,100.962µs,[1]
9.359625ms,130.542µs,431µs,7.895208ms,114.916µs,[1]
8.417167ms,115.917µs,441.375µs,7.0555ms,109.542µs,[1]
8.42275ms,115.292µs,429.5µs,7.07029ms,102.625µs,[1]
10.18575ms,129.958µs,466.708µs,7.973375ms,114.082µs,[1]
8.452416ms,117.458µs,430.041µs,7.047749ms,103.957µs,[1]
9.601875ms,130.292µs,485.125µs,8.046958ms,116.293µs,[1]
9.339291ms,115.125µs,486.542µs,7.925917ms,113.749µs,[1]
8.749459ms,130.042µs,430.584µs,7.293625ms,105.832µs,[1]
9.0395ms,115.125µs,488.959µs,7.617083ms,108.75µs,[1]
8.956458ms,130.666µs,426.208µs,7.481082ms,115.206µs,[1]
9.460833ms,115.083µs,484.709µs,7.2835ms,106.542µs,[1]
9.121041ms,130.667µs,428.833µs,7.666374ms,111.249µs,[1]
8.593375ms,115.042µs,491.917µs,7.17325ms,103.627µs,[1]
9.510458ms,130.291µs,429.625µs,8.006417ms,115.126µs,[1]
8.40275ms,115.584µs,430.75µs,7.042206ms,103.291µs,[1]
9.5ms,130.042µs,495.416µs,7.97125ms,116.542µs,[1]
8.377292ms,115.084µs,427.125µs,7.038836ms,101.625µs,[1]
8.820708ms,116.042µs,721.209µs,7.144623ms,112.71µs,[1]
9.256584ms,115.5µs,491.583µs,7.833334ms,111.957µs,[1]
8.758542ms,131µs,433.208µs,7.290083ms,105.417µs,[1]
9.13625ms,115.25µs,488.583µs,7.708208ms,122.876µs,[1]
8.425792ms,115.084µs,445.917µs,7.057999ms,102.25µs,[1]
9.020042ms,130.375µs,427.167µs,7.562002ms,108.668µs,[1]
8.701416ms,116.333µs,490.75µs,7.284333ms,104.626µs,[1]
10.104083ms,131.791µs,427.292µs,7.789124ms,113.876µs,[1]
8.494625ms,115.208µs,486.334µs,7.072709ms,101.831µs,[1]
9.511458ms,130.125µs,463.375µs,8.009165ms,120.208µs,[1]
8.594875ms,115.458µs,425.875µs,7.247501ms,103.501µs,[1]
9.475833ms,115.333µs,483.417µs,8.026083ms,115.376µs,[1]
8.375708ms,115.875µs,430.542µs,7.030878ms,101.918µs,[1]
8.446375ms,122.5µs,460.291µs,7.063916ms,103.17µs,[1]
10.056708ms,115.041µs,486.958µs,7.870752ms,115.918µs,[1]
8.954ms,130.334µs,427.5µs,7.401665ms,106.501µs,[1]
8.884625ms,115.792µs,483.875µs,7.466207ms,107.624µs,[1]
8.902417ms,130.75µs,431.042µs,7.448208ms,108.543µs,[1]
9.51575ms,130.584µs,501.083µs,7.96021ms,117.625µs,[1]
8.527959ms,115.209µs,489.834µs,7.120125ms,101.583µs,[1]
8.512625ms,115.666µs,437.375µs,7.151999ms,107.041µs,[1]
10.457791ms,130.625µs,487.958µs,8.008959ms,121.75µs,[1]
9.482916ms,130.291µs,487.458µs,7.96225ms,116.25µs,[1]
8.686875ms,131.209µs,475.833µs,7.247748ms,103.999µs,[1]
9.270333ms,114.708µs,488.792µs,7.8365ms,112.001µs,[1]
8.799791ms,135.458µs,427.5µs,7.334416ms,107.707µs,[1]
8.898584ms,121.542µs,481.875µs,7.489001ms,106.833µs,[1]
8.8295ms,130.834µs,432.083µs,7.365209ms,106.416µs,[1]
10.461333ms,131.042µs,489.75µs,8.016333ms,115.542µs,[1]
9.644334ms,130.5µs,486.209µs,8.115209ms,127.249µs,[1]
9.571791ms,131.541µs,488.667µs,8.024999ms,116.624µs,[1]
9.601708ms,130.333µs,493.583µs,8.042127ms,117.043µs,[1]
9.522833ms,130.625µs,482.417µs,7.993875ms,115.749µs,[1]
9.547583ms,130.625µs,483.667µs,8.003209ms,117.75µs,[1]
9.671083ms,131.042µs,596.667µs,8.041664ms,115.708µs,[1]
9.542958ms,130.5µs,483.792µs,8.032416ms,116.419µs,[1]
9.518125ms,130.666µs,486.375µs,7.97721ms,115.749µs,[1]
9.586208ms,133.542µs,533.875µs,8.006001ms,116.25µs,[1]
9.525708ms,130.459µs,489.25µs,7.986373ms,116.585µs,[1]
9.502375ms,130.416µs,480.333µs,7.977833ms,115.415µs,[1]
8.662959ms,115.084µs,491.292µs,7.258919ms,105.251µs,[1]
8.498542ms,114.792µs,460.042µs,7.098501ms,101.833µs,[1]
10.234334ms,130.208µs,427.958µs,7.690501ms,110.417µs,[1]
8.472375ms,115.25µs,487.417µs,7.050334ms,101.084µs,[1]
9.629125ms,130.708µs,492.292µs,7.988876ms,116.669µs,[1]
8.456875ms,115.375µs,432.542µs,7.090208ms,101.793µs,[1]
8.415ms,115.25µs,430.458µs,7.073042ms,102.295µs,[1]
8.403458ms,115.625µs,429.417µs,7.061791ms,104.251µs,[1]
9.481917ms,130.25µs,483.416µs,7.968708ms,114.334µs,[1]
9.361833ms,130.541µs,425.875µs,7.046208ms,101.709µs,[1]
9.610125ms,131.25µs,508.792µs,8.03371ms,114.709µs,[1]
8.918208ms,115.334µs,488.5µs,7.488332ms,107.587µs,[1]
8.868917ms,130.25µs,429.583µs,7.397082ms,106.793µs,[1]
8.833208ms,115.25µs,483.375µs,7.425334ms,104.832µs,[1]
8.359917ms,115.334µs,428µs,7.022708ms,101.665µs,[1]
8.395625ms,115.041µs,428.583µs,7.04975ms,102.168µs,[1]
9.31ms,129.917µs,426.959µs,7.854084ms,112.834µs,[1]
8.544459ms,117.459µs,483.375µs,7.121875ms,101.667µs,[1]
8.444833ms,114.958µs,438.333µs,7.085333ms,102.542µs,[1]
9.553292ms,130µs,492.209µs,8.016041ms,115.916µs,[1]
8.450167ms,115.083µs,430.042µs,7.0995ms,101.917µs,[1]
9.496291ms,129.917µs,482.875µs,7.981667ms,115.792µs,[1]
8.40775ms,115.375µs,428.417µs,7.049251ms,101.46µs,[1]
9.367375ms,115.417µs,485.208µs,7.94529ms,115µs,[1]
8.410375ms,114.875µs,434.792µs,7.056458ms,102.46µs,[1]
8.741583ms,130.166µs,427.292µs,7.26554ms,104.957µs,[1]
8.964542ms,115µs,487.209µs,7.526208ms,107.791µs,[1]
8.742542ms,130.167µs,431.083µs,7.287419ms,106.083µs,[1]
8.921583ms,117.834µs,494.541µs,7.498208ms,111.5µs,[1]
8.413ms,114.916µs,434.209µs,7.063044ms,101.374µs,[1]
9.352208ms,130.583µs,425.916µs,7.730083ms,111.498µs,[1]
9.528708ms,130.083µs,484.916µs,7.999207ms,116µs,[1]
8.394209ms,115.625µs,431.334µs,7.035958ms,101.085µs,[1]
9.611125ms,131.041µs,484.958µs,8.075543ms,115.749µs,[1]
8.395ms,117.791µs,427.208µs,7.053082ms,100.999µs,[1]
8.480666ms,117.666µs,473.25µs,7.048374ms,101.708µs,[1]
9.603166ms,135.083µs,485µs,8.049959ms,115.416µs,[1]
10.186084ms,137.875µs,485µs,7.849958ms,112.917µs,[1]
8.95ms,131.084µs,434.167µs,7.466708ms,111.793µs,[1]
8.851541ms,118.458µs,486.875µs,7.409376ms,105.833µs,[1]
9.042959ms,130.667µs,429.458µs,7.591999ms,108.792µs,[1]
9.558292ms,130.458µs,487.5µs,8.023751ms,116.127µs,[1]
9.474584ms,130.666µs,493.167µs,7.954126ms,115.043µs,[1]
9.554958ms,130.833µs,485.333µs,8.00979ms,116.372µs,[1]
10.716ms,115.209µs,483.917µs,7.975668ms,114.958µs,[1]
8.746625ms,134.292µs,430.042µs,7.279959ms,106.502µs,[1]
8.965292ms,114.833µs,487.625µs,7.543331ms,108.292µs,[1]
9.036334ms,130.666µs,434.709µs,7.569291ms,109.209µs,[1]
8.654958ms,115.334µs,493.625µs,7.236751ms,103.084µs,[1]
9.073625ms,130.042µs,425.875µs,7.623331ms,112.542µs,[1]
8.674292ms,115.083µs,485.583µs,7.264082ms,103.251µs,[1]
9.235125ms,115.541µs,430.792µs,7.063917ms,102.167µs,[1]
9.513792ms,130.667µs,482.917µs,7.974207ms,115.376µs,[1]
8.413125ms,115.292µs,431.417µs,7.045793ms,101.708µs,[1]
9.482125ms,130.125µs,481.875µs,7.973957ms,116.001µs,[1]
9.604916ms,130.542µs,485.584µs,8.067915ms,115.205µs,[1]
9.081834ms,115.292µs,485.625µs,7.661874ms,111.292µs,[1]
8.418166ms,117.625µs,438.709µs,7.047166ms,103.127µs,[1]
8.74325ms,130.625µs,431.417µs,7.278042ms,106.249µs,[1]
8.815833ms,114.916µs,483.833µs,7.412708ms,106.251µs,[1]
9.182666ms,130.667µs,430.375µs,7.717541ms,112.083µs,[1]
8.617792ms,115.25µs,550.791µs,7.128543ms,101.709µs,[1]
9.493625ms,130.959µs,472.459µs,7.96579ms,128.833µs,[1]
8.422958ms,117.875µs,439.167µs,7.044208ms,103.54µs,[1]
9.514833ms,130.25µs,485.333µs,7.98296ms,115.915µs,[1]
8.504417ms,114.833µs,519.333µs,7.049125ms,100.416µs,[1]
9.430375ms,114.708µs,484.917µs,7.985209ms,114.334µs,[1]
8.529792ms,130.125µs,428.541µs,7.080706ms,105.251µs,[1]
9.1575ms,118.791µs,487.75µs,7.720248ms,110.207µs,[1]
8.853ms,130µs,428.166µs,7.393502ms,106.374µs,[1]
8.812875ms,115.583µs,483.709µs,7.394708ms,105.418µs,[1]
9.354584ms,135.875µs,426.292µs,7.712331ms,112.084µs,[1]
9.672042ms,114.916µs,483.792µs,7.293373ms,104.168µs,[1]
8.495333ms,115.417µs,448.875µs,7.1155ms,102.373µs,[1]
9.5585ms,130.209µs,481.833µs,8.030541ms,117.125µs,[1]
8.487375ms,117.875µs,428.625µs,7.058499ms,101.334µs,[1]
8.440083ms,115.208µs,431.208µs,7.084333ms,101.249µs,[1]
9.504167ms,130.333µs,487.458µs,7.986624ms,116.333µs,[1]
8.454875ms,114.958µs,432.042µs,7.086291ms,101.666µs,[1]
10.064625ms,114.958µs,482.292µs,7.90075ms,112.626µs,[1]
8.68825ms,130.75µs,431.667µs,7.054376ms,103.289µs,[1]
9.114125ms,115µs,488.458µs,7.687168ms,109.834µs,[1]
8.859833ms,130.375µs,427.375µs,7.406958ms,109.043µs,[1]
8.811333ms,115.125µs,487µs,7.407583ms,106µs,[1]
8.957333ms,130µs,434.375µs,7.492709ms,107.459µs,[1]
8.67775ms,115.625µs,484.5µs,7.266833ms,105.459µs,[1]
10.222834ms,130.25µs,425.083µs,7.777002ms,111.708µs,[1]
8.462167ms,115.125µs,481.667µs,7.064041ms,106.083µs,[1]
8.516166ms,115.166µs,483.542µs,7.099168ms,100.541µs,[1]
9.526625ms,130.292µs,495.166µs,7.977999ms,114.706µs,[1]
8.4245ms,115.459µs,429.709µs,7.044083ms,102.124µs,[1]
9.4635ms,115.709µs,488.5µs,7.983291ms,119.293µs,[1]
8.404917ms,115.208µs,442µs,7.055581ms,101.334µs,[1]
9.522917ms,130.208µs,427.5µs,7.346083ms,106.792µs,[1]
9.510667ms,130.042µs,486.666µs,7.98525ms,116.127µs,[1]
8.973208ms,116.292µs,505.625µs,7.517208ms,109.625µs,[1]
8.419334ms,115.833µs,437.167µs,7.036457ms,101.627µs,[1]
9.102709ms,130.459µs,425.875µs,7.649793ms,113.083µs,[1]
8.726875ms,115.333µs,484.833µs,7.299376ms,103.209µs,[1]
9.482958ms,130.417µs,431.042µs,8.017289ms,115.585µs,[1]
9.743375ms,116.75µs,474.125µs,7.074916ms,102.958µs,[1]
8.404458ms,115.625µs,433.166µs,7.043791ms,102.206µs,[1]
9.523959ms,115.208µs,486.167µs,8.018001ms,117.082µs,[1]
8.608ms,130.583µs,426.792µs,7.162127ms,103.501µs,[1]
9.429334ms,115.5µs,494.167µs,7.975165ms,114.374µs,[1]
8.560375ms,130.042µs,425.666µs,7.108416ms,102.79µs,[1]
9.145333ms,115.292µs,492.542µs,7.720876ms,111.542µs,[1]
9.27675ms,115.041µs,435.5µs,7.051334ms,101.291µs,[1]
9.152875ms,129.833µs,471.917µs,7.630918ms,111.042µs,[1]
9.496958ms,131.334µs,490.125µs,7.968457ms,114.292µs,[1]
8.546417ms,115.417µs,487.291µs,7.131874ms,102.293µs,[1]
9.486458ms,130.875µs,437.958µs,8.004583ms,116.042µs,[1]
8.39225ms,115.5µs,426µs,7.051334ms,107.084µs,[1]
9.6725ms,130.166µs,648.75µs,7.984622ms,116.376µs,[1]
9.875458ms,130.958µs,429.583µs,7.063837ms,102.123µs,[1]
9.266834ms,115.792µs,490.292µs,7.837877ms,113.373µs,[0]
8.568417ms,130.584µs,453.375µs,7.09096ms,103.164µs,[1]
9.128792ms,114.792µs,483.583µs,7.709249ms,109.54µs,[1]
8.911042ms,135.584µs,429.792µs,7.403416ms,109.249µs,[1]
8.78925ms,115µs,494.083µs,7.361125ms,105.207µs,[1]
8.904792ms,130.208µs,427.25µs,7.461749ms,107.709µs,[1]
9.729417ms,115.791µs,490.916µs,7.333168ms,106.001µs,[1]
9.377333ms,130.583µs,430.5µs,7.886167ms,115.501µs,[1]
9.56275ms,130.416µs,509.208µs,8.006586ms,116.792µs,[1]
8.510709ms,115.875µs,469.042µs,7.112667ms,101.124µs,[1]
9.48825ms,130.292µs,485.625µs,7.965251ms,115.127µs,[1]
8.600667ms,130.541µs,508.75µs,7.099457ms,105.502µs,[1]
9.25325ms,114.583µs,479.375µs,7.836461ms,112.956µs,[1]
8.831917ms,130.375µs,432.083µs,7.334624ms,106.583µs,[1]
9.551416ms,130µs,498.125µs,8.000667ms,115.001µs,[1]
8.768125ms,115.25µs,482.541µs,7.364248ms,108.167µs,[1]
9.281209ms,134.167µs,429.583µs,7.80496ms,113.626µs,[1]
8.440292ms,115.125µs,454.25µs,7.065042ms,103.793µs,[1]
8.794958ms,117.167µs,429.125µs,7.398544ms,103.039µs,[1]
9.521833ms,130.208µs,432.833µs,8.047834ms,116.833µs,[1]
8.413458ms,117.792µs,428.333µs,7.060376ms,101.958µs,[1]
9.411208ms,115.292µs,489.208µs,7.987084ms,115.083µs,[1]
8.428375ms,114.458µs,432.041µs,7.059627ms,104.083µs,[1]
9.41075ms,116.625µs,488.709µs,7.92975ms,113.626µs,[1]
8.661416ms,130.333µs,430.334µs,7.204419ms,104.126µs,[1]
8.981875ms,115.5µs,492.083µs,7.568875ms,110.084µs,[1]
8.439292ms,114.959µs,429.084µs,7.054083ms,102.001µs,[1]
9.750708ms,130.125µs,438.833µs,7.342167ms,107.374µs,[1]
8.751541ms,115.375µs,485.542µs,7.330207ms,106.083µs,[1]
9.385417ms,130.709µs,440.042µs,7.899667ms,113.377µs,[1]
8.397375ms,115.334µs,430.416µs,7.055207ms,101.999µs,[1]
9.455667ms,129.792µs,425.292µs,7.995791ms,115.542µs,[1]
8.446666ms,115.625µs,441.916µs,7.087291ms,103.25µs,[1]
9.531125ms,130.916µs,485.334µs,7.994586ms,115.917µs,[1]
10.244375ms,115.042µs,484.375µs,7.870999ms,112.832µs,[1]
8.610291ms,130.75µs,427.417µs,7.157584ms,102.335µs,[1]
9.117375ms,115.333µs,487.167µs,7.686918ms,113.416µs,[1]
8.924708ms,130.708µs,436.542µs,7.448833ms,109.624µs,[1]
8.81075ms,118.125µs,485.292µs,7.380957ms,108.247µs,[1]
8.491792ms,115.041µs,425.625µs,7.136542ms,101.833µs,[1]
9.078125ms,129.708µs,435.709µs,7.597125ms,117.71µs,[1]
10.406584ms,130.667µs,483.792µs,7.993126ms,119.544µs,[1]
8.435834ms,115.25µs,433.917µs,7.079625ms,102.751µs,[1]
9.56175ms,130.625µs,484.75µs,8.007458ms,119.249µs,[1]
8.424833ms,115.25µs,430.167µs,7.051667ms,102.623µs,[1]
9.43475ms,115.209µs,485.5µs,7.973625ms,115.665µs,[1]
8.758375ms,130.125µs,520.75µs,7.204457ms,104.375µs,[1]
9.308208ms,115.417µs,490.167µs,7.889167ms,112.917µs,[1]
10.533083ms,132.75µs,471.083µs,7.59496ms,108.333µs,[1]
8.725167ms,115.666µs,496.25µs,7.278751ms,104.377µs,[1]
9.297583ms,130.208µs,426.833µs,7.839043ms,114µs,[1]
8.634458ms,115.125µs,495.875µs,7.193791ms,102.75µs,[1]
9.443833ms,129.958µs,428.417µs,7.971584ms,115.085µs,[1]
8.394791ms,116.041µs,428.125µs,7.040876ms,103.123µs,[1]
8.414ms,114.833µs,438.834µs,7.044626ms,109.042µs,[1]
10.777584ms,130.708µs,504.584µs,8.062168ms,114.959µs,[1]
8.473417ms,134.25µs,441.584µs,7.080127ms,103.542µs,[1]
9.315875ms,115.167µs,498.25µs,7.864292ms,112.706µs,[1]
8.45475ms,115.583µs,450.208µs,7.022002ms,101.21µs,[1]
8.615166ms,130.416µs,428.5µs,7.153543ms,104.417µs,[1]
9.0735ms,114.917µs,488µs,7.658875ms,117.958µs,[1]
8.986042ms,131.958µs,425.834µs,7.522375ms,108.918µs,[0]
10.24ms,116.667µs,484.333µs,7.517626ms,106.5µs,[1]
8.527666ms,118.458µs,433.292µs,7.064248ms,101.708µs,[1]
9.411208ms,131.125µs,432.834µs,7.92521ms,115.25µs,[1]
8.436875ms,114.958µs,433.625µs,7.072ms,101.46µs,[1]
8.421833ms,115.667µs,430.583µs,7.066249ms,101.041µs,[1]
9.556125ms,130.667µs,467.041µs,8.045082ms,114.252µs,[1]
8.408875ms,115.334µs,435µs,7.06125ms,102.252µs,[1]
10.631ms,130.334µs,486.333µs,9.075331ms,116.583µs,[1]
9.047ms,115µs,487.583µs,7.634998ms,109.668µs,[1]
8.727ms,130.166µs,432µs,7.247544ms,104.958µs,[1]
9.020583ms,115.167µs,484.083µs,7.580706ms,109.667µs,[1]
8.996375ms,133.583µs,440.5µs,7.520624ms,109.957µs,[1]
8.750292ms,118.875µs,500.333µs,7.284875ms,104.708µs,[1]
8.408958ms,115µs,428.666µs,7.052917ms,102.498µs,[1]
10.550667ms,130.084µs,429.292µs,9.078709ms,117.541µs,[1]
8.413708ms,115.625µs,431µs,7.049333ms,101.957µs,[1]
9.499208ms,164.167µs,487.209µs,7.962415ms,127.334µs,[1]
8.397083ms,115.292µs,429.417µs,7.045457ms,101.999µs,[1]
9.495958ms,130.125µs,484.458µs,7.984333ms,115.539µs,[1]
8.77675ms,130.166µs,429.125µs,7.352583ms,102.708µs,[1]
9.312792ms,114.917µs,649.584µs,7.73921ms,109.875µs,[1]
9.117ms,115.416µs,439.75µs,7.761373ms,103.957µs,[1]
9.074292ms,131.291µs,448.084µs,7.593584ms,110.043µs,[1]
9.80925ms,133µs,487.875µs,8.255333ms,116.5µs,[1]
8.694375ms,115.5µs,486.375µs,7.237626ms,143.334µs,[1]
9.554083ms,129.75µs,501µs,8.00475ms,116.457µs,[1]
8.396542ms,116µs,428.625µs,7.053749ms,108.793µs,[1]
9.557ms,130.167µs,502.375µs,8.009333ms,115.543µs,[1]
